Nombre,Sexo,Circular,Origen y Comentarios
,,,"SIGNIFICADO: DEL LATIN""HERCULANUS"", PERTENECIENTE A HER CULES"
,,,GENERO: MASCULINO.
,,,OBISPO MARTIR FESTIV.1 DE MARZO.  
Hercules,M,COMUN,ORIGEN: ETRUSCO
,,,"SIGNIFICADO: HEROE GRIEGO HERACLES, HERCULES, PARA LOS LATINOS"
,,,"GLORIA DE LOS HEROES, EL QUE CORRE VELOZMENTE"
,,,GENERO: MASCULI NO.  
Heremon,M,012-DGRC-2000,
Heriberto,M,768/71,ORIGEN: GERMANICO
,,,"SIGNIFICADO: EL BRILLO DEL EJERCITO, EL QUE ES GLORIA DEL EJERCITO"
,,,GENERO: MASCULINO  
Heridion,M,SANTORAL,FESTIV. 8 DE ABRIL  
Hermagoras,M,SANTORAL,ORIGEN: GRIEGO
,,,SIGNIFICADO: EL DISCIPULO DE HERMES
,,,GENERO: MASCULINO  
Herman,M,488/58,ORIGEN: GERMANICO
,,,SIGNIFICADO: EL HOMBRE DEL EJERCITOSABIO VENCIDO EN ORIENTE
,,,GENERO: MASCULINO  
Hermann,M,1-Feb,
Hermelando,M,SANTORAL,ABAD FESTIV.25 DE MARZO  
Hermelindo,M,605/63,
Hermenegildo,M,COMUN,ORIGEN: GOTICO
,,,"SIGNIFICADO: EL VALOR DEL GANADO, EL QUE OFRECE SACRIFI CIOS A DIOS"
,,,NOMBRE: COMUN
,,,GENERO: MASCULINO
,,,VARIACION DE GENERO: HERMENEGILDA.  
Hermes,M,475-57,ORIGEN: GRIEGO
,,,"SIGNIFICADO: ANUNCIAR, DECIR NOMBRE DEL MENSAJERO DE LOS DIOSES (MERCURIO PARA LOS ROMANOS)"
,,,GENERO: MASCULINO  
Hermilo,M,SANTORAL,MARTIR FESTIV.13 DE MARZO  
Herminio,M,COMUN,
Hermipo,M,SANTORAL,MARTIR FESTIV.27 DE JULIO  
Hermocrates,M,SANTORAL,MARTIR FESTIV.27 DE JULIO  
Hermogenes,M,COMUN,ORIGEN: GRIEGO
,,,SIGNIFICADO: DESCENDIENTE DE HERMES CRISTIANO DE ASIA QUE SE APARTO DE PABLO JUNTO CON FIGELO
,,,NOMBRE: COMUN
,,,GENERO: MASCU LINO.  
Hermogio,M,SANTORAL,OBISPO MONJE FESTIV.26 DE JUNIO  
Hernan,M,337-53,ORIGEN: GERMANICO
,,,"SIGNIFICADO: EL GUERRERO AUDAZ, VARIANTE DE HERNANDO (FORMA APOCOPADA QUE DERIVA DE FERNANDO)"
,,,NOMBRE: COMUN
,,,GENERO: MAS CULINO
,,,VARIACION DE GENERO: HERNANDA.  
Hernando,M,802/72,
Hernani,M,817-72,ORIGEN: VASCO
,,,"SIGNIFICADO: LO ALTO DE LA COLINA DESPEJADA, NOMBRE DE PILA EN ITALIA POR LA OPERA DE VERDI"
,,,GENERO: MASCULINO  
Herodes,M,COMUN,ORIGEN: HEBREO
,,,"SIGNIFICADO: DESCENDIENTE DE HEROES, EL DRAGON DEL FUE GO"
,,,GENERO: MASCULINO.  
Herodoto,M,COMUN,ORIGEN: GRIEGO
,,,SIGNIFICADO: EL DON SAGRADO
,,,GENERO: MASCULINO-  
Heron,M,SANTORAL,ORIGEN: LATINO
,,,"SIGNIFICADO: DEL LATIN""HEROS"": HEROE"
,,,GENERO: MASCULINO  
Heros,M,SANTORAL,MARTIR FESTIV.24 DE JUNIO
,,,HEROS: DEL LATIN SIGNIFICA: HEROE  
Herschel,M,012-DGRC-2000,
Herve,M,576-62,ORIGEN: BRETON
,,,"SIGNIFICADO: ACTIVO EN EL COMBATE, EQUIVALE SEMANTICAMEN TE A ""ILDEFONSO"", SAN HERVE SACERDOTE Y POETA ARMORICANO DEL SIGLO VI"
,,,GENERO: MASCULINO  
Hesiquio,M,SANTORAL,ORIGEN: GRIEGO
,,,SIGNIFICADO: TRANQUILO
,,,GENERO: MASCULINO  
Hezekiah,M,012-DGRC-2000,
Hibah,M,012-DGRC-2000,
Hideki,M,4-Feb,
Hidulfo,M,SANTORAL,ABAD FESTIV. 11 DE JULIO  
Higinio,M,871-76,ORIGEN: GRIEGO
,,,SIGNIFICADO: SANO- VIGOROSO
,,,UN PAPA MARTIR EN ROMA A MEDIADOS DEL SIGLO II
,,,NOMBRE: COMUN
,,,GENERO: MASCULINO
,,,VARIACION DE GENERO: HIGINIA-  
Hikari,A,ACOMP/OTRO 1/02,
Hilario,M,COMUN,ORIGEN: GRIEGO
,,,"SIGNIFICADO: QUE RIE, EL DE BUEN HUMOR NOMBRE: COMUN GENERO: MASCULINO"
,,,VARIACION DE GENERO: HILARIA  
Hilarion,M,USJ,ORIGEN: GRIEGO
,,,"SIGNIFICADO: QUE RIE, EL DE BUEN HUMOR"
,,,NOMBRE: COMUN GENERO: MASCULINO
,,,VARIACION DE GENERO: HILARIA.  
Hildebrando,M,SANTORAL,ORIGEN: GERMANICO
,,,SIGNIFICADO: ESPADA DE COMBATE
,,,SAN HILDEBRANDO MON JE Y MARTIR DEL SIGLO XIII
,,,GENERO: MASCULINO  
Hildemaro,M,SANTORAL,ORIGEN: GERMANICO
,,,SIGNIFICADO: FAMOSO EN EL COMBATE
,,,"GENERO: MASCULINO BEATO, FESTIVIDAD 13 DE ENERO.-  "
Hilel,M,1-Feb,
Hillary,A,012-DGRC-2000 A/OTRO,
Hillel,M,890-78,
Hilliard,M,012-DGRC-2000,
Hilton,M,012-DGRC-2000,
Himerio,M,SANTORAL,OBISPO FESTIV.17 DE JUNIO  
Hipacio,M,SANTORAL,CONFESOR FESTIV.17 DE JUNIO
,,,OBISPO MARTIR FESTIV.29 DE AGOSTO
,,,OBISPO MONJE FESTIV.14 DE NOVIEMBRE
,,,3 DE JUNIO  
Hiparco,M,PCIA BS AS,
Hipocrates,M,COMUN,ORIGEN: GRIEGO
,,,SIGNIFICADO: PODEROSO POR SU CABALLERIA
,,,NOMBRE DEL ME DICO MAS ILUSTRE DE LA ANTIGUEDAD
,,,GENERO: MASCULINO  
Hipolito,M,COMUN,ORIGEN: GRIEGO
,,,SIGNIFICADO: EL QUE DESATA CABALLOS
,,,NOMBRE: COMUN
,,,GENERO: MASCULINO
,,,VARIACION DE GENERO: HIPOLITA-  
Hiram,M,889-70,ORIGEN: HEBREO
,,,"SIGNIFICADO: EL HERMANO ES EXCELSO, NOMBRE DE UN REY DE TIRO (SIGLO X A. C.) AMIGO DE DAVID Y SALOMON"
,,,GENERO: MASCULINO  
Hiran,M,889-77,
Hiroaki,M,13/04,
Hiroki,M,4-Jul,
Hiroshi,M,CIRC. 05/2000,
Hiroyuki,M,3-Aug,
Ho,M,012-DGRC-2000,
Hodgson,M,012-DGRC-2000,
Holden,M,012-DGRC-2000,
Hollis,M,012-DGRC-2000,
Holmes,M,012-DGRC-2000,
Holt,M,012-DGRC-2000,
Homer,M,012-DGRC-2000,
Homero,M,297-52,ORIGEN: GRIEGO
,,,"SIGNIFICADO: CIEGO, EL QUE NO VE"
,,,"REHEN, PRENDA"
,,,GENERO MASCULINO  
Honesto,M,SANTORAL,ORIGEN: LATINO
,,,"SIGNIFICADO: DEL LATIN ""HONESTUS"", HONORABLE, DECOROSO GENERO: MASCULINO"
,,,VARIACION DE GENERO: HONESTA.  
Honorato,M,COMUN,ORIGEN: LATINO
,,,"SIGNIFICADO: DEL LATIN ""HONORATUS"", HONRADO, HONORABLE- GENERO: MASCULINO"
,,,VARIACION DE GEENRO: HONORATA-  
Honorio,M,USJ,ORIGEN: LATINO
,,,"SIGNIFICADO: DEL LATIN""HONORIUS"", FORMA GENTILICIA DE ""HONORUS"": HONORIFICO, HONORABLE, DERIVADO DE HONOR.-NOMBRE: COMUN"
,,,GENERO: MASCULINO
,,,VARIACION DE GENERO: HONORIA  
Horace,M,012-DGRC-2000,
Horacio,M,COMUN,ORIGEN: LATINO
,,,"SIGNIFICADO: DEL LATIN ""HORATIUS"", NOMBRE DE UNA GENS ROMANA, CUYO HEROE EPONIMO ERA HORATUS, EL CONSAGRADO A LAS DIVINIDADES ROMANAS"
,,,NOMBRE: COMUN
,,,GENERO: MASCULINO  
Hormisdas,M,SANTORAL,PAPA FESTIV.6 DE AGOSTO  
Hortencio,M,USJ,ORIGEN: LATINO
,,,"SIGNIFICADO: DEL LATIN""HORTENSIUS"", NOMBRE DE UNA GENS ROMANA, EL QUE TIENE UN HUERTO Y LO AMA PROFUNDAMENTENOMBRE: COMUN GENERO: MASCULINO VARIACION DE GENERO: HORTENCIA.  "
Hortensio,M,COMUN,
Hortulano,M,SANTORAL,OBISPO FESTIV.28 DE NOVIEMBRE  
Horus,M,012-DGRC-2000,
Hosarsiph,M,2-Nov,
Hosea,M,012-DGRC-2000,
Hospicio,M,SANTORAL,SIGNIFICADO: EL QUE ALBERGA
,,,GENERO: MASCULINO
,,,"CONFESOR, FESTIVIDAD 21 DE MAYO.  "
Houston,M,012-DGRC-2000,
Howard,M,012-DGRC-2000,
Howe,M,012-DGRC-2000,
Howell,M,012-DGRC-2000,
Huaman,M,17/95,
Huapi,A,ACOMP/OTRO 2/99,
Huara,A,ACOMP/OTRO-15/93,
Huayra,A,ACOMP/OTRO-11/96,
Huber,M,15/02,
Hubert,M,012-DGRC-2000,
Huberto,M,589-63,ORIGEN: GERMANICO
,,,SIGNIFICADO: ESPIRITUPENSAMIENTOEL QUE BRILLA POR SU ESPIRITU
,,,GENERO: MASCULINO  
Huelen,A,ACOMP/OTRO-BS AS,
Huemul,M,2-Aug,
Hueneken,A,ACOMP/OTRO 20/01,
Huenu,A,ACOMP/OTRO 11/98,
Huerquen,A,ACOMP/OTRO 14/01,
Huey,M,012-DGRC-2000,
Hugh,M,012-DGRC-2000,
Hugo,M,COMUN,ORIGEN: GERMANICO
,,,SIGNIFICADO: EL QUE TIENE EL PENSAMIENTO CLARO NOMBRE: COMUN GENERO: MASCULINO  
Humbaldo,M,SANTORAL,ORIGEN: GERMANICO
,,,SIGNIFICADO: CACHORRO INTREPIDO
,,,AUDAZ COMO UN CACHO RRO
,,,"SAN HUMBALDO, OBISPO FRANCES DE AUXERRE (SIGLO XI)"
,,,GENERO: MASCU- LINO.  
Humberto,M,USJ,ORIGEN: GERMANICO
,,,"SIGNIFICADO: DISTINGUIDO COMO UN GIGANTE, VALEROSO COMO UN OSO JOVEN, EL QUE TIENE INTENSA FAMA Y BRILLO.-NOMBRE: COMUN GENERO: MASCULINO  "
Humphrey,M,012-DGRC-2000,
Hunter,M,012-DGRC-2000,
Huntley,M,012-DGRC-2000,
Hurley,M,012-DGRC-2000,
Hussain,M,2-Aug,
Hyman,M,012-DGRC-2000,
Hyongnam,M,1-Jul,
Iaacob,M,Nov-99,
Iacov,M,3-Mar,
Iago,M,13/95,ORIGEN: HEBREO
,,,"SIGNIFICADO: DERIVADO DE JACOB, EL QUE SUPLANTO AL HERMA NO"
,,,GENERO: MASCULINO  
Iain,M,CIRC. 5/2000,
Iair,M,889/77,
Ian,M,947-83,
Ianick,M,23/00,
Ianir,M,18/99,
Ianis,M,15/02,
Ianiv,M,15/04,
Iannis,M,3-Jun,
Iaser,M,...9/00,
Ibai,M,1-Aug,
Ibar,M,806/72,
Iberico,M,PCIA BS AS,
Ibero,M,857/74,
Ibrahin,M,Jan-00,
Icaro,M,Feb-96,ORIGEN: GRIEGO
,,,SIGNIFICADO: HIJO DE DEDALO Y DE UNA ESCLAVA CRETENSE LLAMADA NANCRATE
,,,SE LE ATRIBUYO HABER TRABAJADO LA MADERA
,,,GENERO: MASCULINO  
Ichiro,M,18/02,
Ido,M,PCIA BS AS,
Idomeneo,M,COMUN,
Iedidia,M,13/00,
Iehiel,M,21/98,
Iehuda,M,15/01,
Igal,M,28/87,
Igashu,M,012-DGRC-2000,
Iggi,M,012-DGRC-2000,
Iggy,M,012-DGRC-2000,
Ignacio,M,COMUN,ORIGEN: GRIEGO
,,,"SIGNIFICADO: NACIDO, HIJO, EL ARDIENTE Y FOGOSO. NOMBRE: COMUN"
,,,GENERO: MASCULINO  
Ignat,M,4-Feb,
Ignatius,M,012-DGRC-2000,
Ignazio,M,3-Jan,
Igor,M,823/73,ORIGEN: RUSO
,,,"SIGNIFICADO: FORMA RUSA DE ""GREGORIO"""
,,,GENERO: MASCULINO  
Ik,A,ACOMP/OTRO 1/03,
Ike,M,012-DGRC-2000,
Iker,M,1-Aug,
Ilai,M,17/04,
Ilan,M,19/88,
Ildar,M,13/00,
Ildefonso,M,COMUN,"ORIGEN: GERMANICO SIGNIFICADO: QUE POR SU AGILIDAD ES EL INDICADO PARA EL COMBATE, SAN ILDEFONSO, TEOLOGO ESPA¥OL DEL SIGLO VII DISCIPULO DE SAN ISIDORO Y DOCTOR DE LA IGLESIA VISIGODA. NOMBRE: COMUN"
,,,GENERO: MAS- CULINO
,,,VARIACION DE GENERO: ILDEFONSA. 
Ildemar,M,655/66,
Ilias,M,012-DGRC-2000,
Ilich,M,CIRC 02/04,
Ilidio,M,SANTORAL,ORIGEN: LATINO
,,,"SIGNIFICADO: DEL LATIN ECLESIASTICO ""ILIDIUS"", DEL GRIE GO TROPA, PROPIO DE LA TROPA"
,,,GENERO: MASCULINO  
Illampu,M,19/99,
Illed,A,ACOMP/OTRO-1/95,
Iluminado,M,SANTORAL,ORIGEN: LATINO
,,,"SIGNIFICADO: DEL LATIN ""ILUMINATUS"": LUZ"
,,,MEDIO PARA ALUMBRAR
,,,"QUE RECIBE LA INSPIRACION DE DIOSFRAY ILUMINATO DE RIETI, DISCIPULO DE SAN FRANCISCO DE ASIS"
,,,GENERO: MASCULINO-  
Ilusha,M,4-Feb,
Ilya,M,Dec-99,
Imanol,M,Feb-89,
Imhotep,M,2-Jun,
Imul,M,1-Aug,
Iñaki,M,604/63,
Inan,A,ACOMP/OTRO-19/95,
Inaqui,A,ACOM/OTRO 10/97,
Inca,M,COMUN,ORIGEN: QUECHUA
,,,SIGNIFICADO: AL PRINCIPE
,,,GENERO: MASCULINO  
Indalecio,M,SANTORAL,ORIGEN: ARABE
,,,SIGNIFICADO: FUERZAIGUAL AL MAESTRO
,,,SAN INDALECIO FUE UNO DE L9OS PRIMEROS EVANGELIZADORES DE ESPA¥A
,,,NOMBRE: COMUN
,,,GENERO: MASCULINO  
India,A,012-DGRC-2000 A/OTRO,
Ingeno,M,SANTORAL,MARTIR FESTIV.20 DE DICIEMBRE  
Ingmar,M,Aug-00,
Ingram,M,012-DGRC-2000,
Iñigo,M,328/53,
Innis,M,012-DGRC-2000,
Inocencio,M,851/74,ORIGEN: LATINO
,,,"SIGNIFICADO: EL QUE NO TIENE MANCHA, NI CULPA DE MALOS ACTOS"
,,,NOMBRE: COMUN
,,,GENERO: MASCULINO
,,,VARIACION DE GENERO: INOCENCIA  
Inti,A,ACOMP/OTRO-940/83,
Ioannis,M,5-Jul,
Ioav,M,867/75,
Ioel,M,18/99,
Ion,M,SANTORAL,ORIGEN: GRIEGO
,,,SIGNIFICADO: EL QUE CAMINA
,,,SACERDOTE GALO MARTIRIZADO EN CHARTRES (SIGLO II)
,,,GENERO: MASCULINO  
Ionatan,M,Sep-94,
Iori,A,ACOMP/OTRO 18/02,
Iosef,M,17/95,
Ioshua,M,19/98,
Ireneo,M,COMUN,
Iru,A,ACOMP/OTRO-BS AS,
Irving,M,012-DGRC-2000,
Isaac,M,COMUN,ORIGEN: HEBREO
,,,"SIGNIFICADO: LA DIVINIDAD SE HA REIDO, HIJO DE LA ALE- GRIA, HIJO DE ABRAHAM Y DE SARA, QUE TOMO POR MUJER A REBECA. OTROS ORIGENES: NUEVO TESTAMENTO"
,,,NOMBRE; COMUN
,,,GENERO: MASCULINO  
Isacar,M,Jun-96,ORIGEN: HEBREO
,,,SIGNIFICADO: SUELDO
,,,"EL QUE FUE DADO POR MERCED, HIJO DE JACOB Y DE LEA, DE LA TRIBU ISRAELITA"
,,,GENERO: MASCULINO
,,,OTROS ORI GENES: ANTIGUO TESTAMENTO.  
Isachar,M,492/58,
Isacio,M,SANTORAL,OBISPO Y MARTIR FESTIV.21 DE SEPTIEMBRE  
Isaiah,M,012-DGRC-2000,
Isaias,M,874/76,ORIGEN: HEBREO
,,,"SIGNIFICADO: DIOS ES MI SALUD Y BIENESTAR, PROFETA NA- CIDO EN JERUSALEM, DE FAMILIA MUY IMPORTANTE. SU PADRE SE LLAMABA AMOS CONSIDERADO ENTRE LOS PROFETAS COMO EL MEJOR ESCRITOR HEBREO. NOMBRE: COMUN"
,,,GENERO: MASCULINO.
,,,OTROS ORIGENES: NUEVO TESTAMENTO 
Isaul,M,PCIA BS AS,
Isauro,M,COMUN,
Iseo,M,COMUN,
Ishaiahu,M,4-Feb,
Isidoro,M,COMUN,ORIGEN: GRIEGO
,,,"SIGNIFICADO: DON DE ISIS, REGALO DE ISIS (DIOSA EGIPCIA) NOMBRE: COMUN"
,,,GENERO: MASCULINO
,,,VARIACION DE GENERO: ISIDORA-  
Isidro,M,COMUN,ORIGEN: EGIPCIO
,,,"SIGNIFICADO: VARIANTE DE ISIDORO, REGALO DE LA DIOSA ISIS"
,,,NOMBRE: COMUN
,,,GENERO: MASCULINO  
Ismael,M,COMUN,ORIGEN: HEBREO
,,,"SIGNIFICADO: DIOS ESCUCHA, HIJO DE ABRAHAM Y DE SU ES- CLAVA EGIPCIA HAGAR, EXPULSADO CON SU MADRE POR ABRAHAM Y AHUYENTADO HACIA EL DESIERTO POR PARAN. NOMBRE: COMUN"
,,,GENERO: MASCULINO
,,,VARIA- CION DE GENERO: ISMAELA. 
Isocrates,M,COMUN,ORIGEN: GRIEGO
,,,SIGNIFICADO: QUE PUEDE TANTO COMO EL OTRO
,,,GENERO: MAS CULINO-  
Israel,M,332/53,ORIGEN: HEBREO
,,,"SIGNIFICADO: EL QUE LUCHA CONTRA EL ANGEL, NOMBRE SEGUN LA EXPLICACION BIBLICA LE FUE DADO A JACOB POR UN SER MISTERIOSO CON EL CUAL HABIA SOSTENIDO UNA LUCHA DURANTE LA NOCHE JUNTO AL YABBOQ"
,,,OTROS ORIGENES: ANTIGUO TESTAMENTO
,,,GENERO: MASCULINO 
Issa,M,3-Jan,
Issay,M,012-DGRC-2000,
Istu,M,012-DGRC-2000,
Italo,M,457/56,ORIGEN: LATINO
,,,"SIGNIFICADO: EL QUE VINO DE LA TIERRA QUE ESTA ENTRE DOS MARES, ANTIGUO REY EPONIMO DE ITALIA, ITALIANO. NOMBRE: COMUN"
,,,GENERO MASCULINO.  
Itamar,M,..1/97,ORIGEN: HEBREO
,,,"SIGNIFICADO: EL QUE VIENE DE LAS ISLAS QUE TIENE PALMA RES, PRIMER ASCENDIENTE DE LA FAMILIA SACERDOTAL DE SU NOMBRE"
,,,GENERO: MASCULINO  
Ithel,M,012-DGRC-2000,
Itiel,M,13/01,
Ittamar,M,012-DGRC-2000,
Ittay,M,769/71,"SIGNIFICADO: FILISTEO DE GAT. JEFE DE UNA TROPA DE MERCENARIOS EXTRANJE ROS AL SERVICIO DE DAVIDPERMANECIO FIEL AL REY CUANDO ESTE HUIA ANTE SU HIJO ABSALOM, CONTRA EL CUAL LUCHO.-OTROS ORIGENES: ANTIGUO TESTAMEN- TO"
,,,GENERO: MASCULINO 
Itzak,M,012-DGRC-2000,
Itziar,A,F.SOLO-M.C/OTR 18/99,
Itzjak,M,1-Aug,
Itzjok,M,15/02,
Iuri,M,CIRC. 05/2000,
Iuseff,M,5-Jul,
Ivalú,A,ACOMP/OTRO 17/04,
Ivan,M,COMUN,"SIGNIFICADO: FORMA RUSA DE ""JUAN"", EN EL SANTORAL UN SANTO CHECO, SOLITA RIO DE PRAGA EN EL SIGLO X"
,,,NOMBRE: COMUN
,,,GENERO: MASCULINO
,,,VARIA- CION DE GENERO: IVANA.  
Ivar,M,012-DGRC-2000,
Ives,M,884/77,
Ivo,M,317/53,"SIGNIFICADO: EL ABOGA POR LOS POBRES, DERIVADO DE ""JUAN"""
,,,GENERO: MASCU LINO.  
Iwan,M,Apr-96,
Ixtebe,M,1-Apr,
Iye,M,012-DGRC-2000,
Iziar,A,ACOMP/OTRO-BS AS,
Jaasiel,M,Feb-98,
Jabari,M,012-DGRC-2000,
Jabes,M,3-Jun,
Jabilo,M,012-DGRC-2000,
Jabir,M,012-DGRC-2000,
Jacco,M,3-Mar,
Jacinto,M,COMUN,ORIGEN: GRIEGO
,,,"SIGNIFICADO: VOZ PREHELENICA, EL QUE ES BELLO COMO EL JACINTO (FLOR) PERSONAJE MITOLOGICO METAMORFOSEADO POR APOLO EN LA FLOR DE ESE NOMBRE QUE CORRESPONDE AL GLADIOLO Y NO AL JACINTO ACTUAL. NOMBRE: COMUN"
,,,GENERO: MASCULINO
,,,VARIACION DE GENERO: JACINTA. 
Jack,M,15/94,
Jackie,A,012-DGRC-2000 A/OTRO,
Jackson,M,012-DGRC-2000,
Jaco,M,19/01,
Jacob,M,890/78,ORIGEN: HEBREO
,,,"SIGNIFICADO: EL QUE SUPLANTO AL HERMANO, TALON, CALCA¥AR ENGA¥AR, ESTA ES LA 2DA. VEZ QUE ME ENGA¥A, UNO DE LOS PATRIARCAS DEL AN TIGUO TESTAMENTO"
,,,OTROS ORIGENES: ANTIGUO TESTAMENTO
,,,NUEVO TESTAMENTO GENERO: MASCULINO 
Jacobe,M,012-DGRC-2000,
Jacobo,M,COMUN,ORIGEN: RESULTANTE DEL GRIEGO Y DEL HEBREO
,,,"SIGNIFICADO: LUEGO ESTE NOMBRE SE4 CONVIERTE EN ""SANTIAGO"""
,,,NOMBRE: COMUN
,,,GENERO: MASCULINO  
Jacques,M,21/87,SIGNIFICADO: VARIEDAD FRANCESA DE JACOBO
,,,GENERO: MASCULINO  
Jada,A,012-DGRC-2000 A/OTRO,
Jadon,M,012-DGRC-2000,
Jaegar,M,012-DGRC-2000,
Jaen,A,ACOMP/OTRO-BS AS,
Jafar,M,012-DGRC-2000,
Jagger,M,012-DGRC-2000,
Jahaziel,M,.12./00,
Jai,M,16/98,
Jaim,A,ACOMP/OTRO 1/99,
Jaime,M,COMUN,ORIGEN: HEBREO
,,,"SIGNIFICADO: VARIEDAD DE""JACOBO"" NOMBRE: COMUN"
,,,GENE- RO: MASCULINO.  
Jainen,A,ACOMP/OTRO 11/98,
Jair,M,889/77,
Jairo,M,890/78,ORIGEN: HEBREO
,,,"SIGNIFICADO: JEFE JUDIO DE LA SINAGOGA; HABITO EN CAFAR- NAUM. JESUS RESUCITO A SU HIJA, EL QUE FUE ILUMINADO"
,,,OTROS ORIGENES: ANTIGUO TESTAMENTO
,,,GENERO: MASCULINO  
Jake,M,012-DGRC-2000,
Jal,M,012-DGRC-2000,
Jaled,M,19/98,
Jalil,M,14/93,ORIGEN: ARABE
,,,SIGNIFICADO: AMIGOUSADO POR LOS SIRIOS LIBANESES COMO NOMBRE DE PILA
,,,GENERO: MASCULINO  
Jamal,M,Mar-99,
James,M,15/93,
Jamie,A,012-DGRC-2000 A/OTRO,
Jamiro,M,20/01,
Jamison,M,012-DGRC-2000,
Jan,M,Aug-91,
Janan,M,1-May,
Janania,M,15/02,
Jano,M,Oct-94,ORIGEN: GRIEGO
,,,SIGNIFICADO: EL QUE ES BRILLANTE COMO EL SOL
,,,DIOS TI- PICAMENTE ROMANOAL PARECER SU CULTO FUE INTRODUCIDO POR ROMULO
,,,GENE RO: MASCULINO  
Jantipo,M,Feb-88,
Jarah,M,012-DGRC-2000,
Jared,M,012-DGRC-2000,
Jarek,M,012-DGRC-2000,
Jarl,M,012-DGRC-2000,
Jarno,M,18/02,
Jaron,M,012-DGRC-2000,
Jaroslav,M,Nov-98,
Jarrett,M,012-DGRC-2000,
Jarvis,M,012-DGRC-2000,
Jasid,M,2-Aug,
Jason,M,768/71,ORIGEN: GRIEGO
,,,SIGNIFICADO: EL QUE SANARAEL DISCIPULO DE SAN PABLO
,,,OTROS ORIGENES: NUEVO TESTAMENTO
,,,GENERO: MASCULINO  
Jasper,M,012-DGRC-2000,
Javier,M,328/53,ORIGEN: VASCO
,,,"SIGNIFICADO: CASA NUEVA, TAMBIEN SE ENCUENTRA COMO "" XAVIER """
,,,NOMBRE: COMUN
,,,GENERO: MASCULINO
,,,VARIACION DE GENERO: JAVIERA.  
Jay,A,012-DGRC-2000 A/OTRO,
Jaya,A,012-DGRC-2000 A/OTRO,
Jayag,M,13/98,
Jayma,A,ACOMP/OTRO/3/98,
Jean,M,17/90,
Jean Luc,M,CIRC. 05/2000,
Jed,M,012-DGRC-2000,
Jedidiah,M,012-DGRC-2000,
Jedrek,M,012-DGRC-2000,
Jefferson,M,Nov-98,
Jeffrey,M,012-DGRC-2000,
Jehiel,M,May-98,
Jelani,M,012-DGRC-2000,
Jenaro,M,340/53,ORIGEN: LATINO
,,,"SIGNIFICADO: DEL LATIN ""IANUARIUS"": CUERO, CONSAGRADO AL DIOS JANO, EN EL SANTORAL VARIOS SANTOS CON ESTE NOMBRE, SAN JENARO, EN NAPOLES SE CONSERVA LA AMPOLLA CON SU SANGRE QUE SE LICUA ANUALMEN- TE"
,,,NOMBRE: COMUN
,,,GENERO: MASCULINO
,,,VARIACION DE GENERO: JENARA. 
Jeremiah,M,012-DGRC-2000,
Jeremias,M,887/77,ORIGEN: HEBREO
,,,"SIGNIFICADO: PROFETA, ELEVACION DEL SE¥OR"
,,,ORIGENES: NUEVO TESTAMENTO
,,,NOMBRE: COMUN
,,,GENERO: MASCULINO  
Jeremy,M,13/95,
Jeriah,M,012-DGRC-2000,
Jerolin,M,012-DGRC-2000,
Jerome,M,012-DGRC-2000,
Jeronimo,M,240/51,ORIGEN: GRIEGO
,,,"SIGNIFICADO: EL DEL NOMBRE SAGRADO, DOCTOR MAXIMO DE LA IGLESIA"
,,,NOMBRE: COMUN
,,,GENERO: MASCULINO
,,,VARIACION DE GENERO: JERO- NIMA.  
Jerry,M,012-DGRC-2000,
Jerzy,A,012-DGRC-2000,
Jess,A,012-DGRC-2000,
Jesse,A,012-DGRC-2000 A/OTRO,
Jesus,M,903/78,ORIGEN: HEBREO
,,,"SIGNIFICADO: NOMBRE PROPIO MUY COMUN ENTRE LOS ISRAELI- TAS, EL SALVADOR. NOMBRE: COMUN"
,,,GENERO: MASCULINO
,,,VARIACION DE GENE- RO: JESUSA.  
Jethro,M,012-DGRC-2000,
Jeuel,M,Dec-97,ORIGEN: HEBREO
,,,SIGNIFICADO: TESORO DE DIOS.  
Jhonas,M,15/01,
Jibril,M,012-DGRC-2000,
Jim,M,012-DGRC-2000,
Jimmy,M,012-DGRC-2000,
Jimoh,M,012-DGRC-2000,
Jinsok,M,15/02,
Jivin,M,012-DGRC-2000,
Joad,M,SANTORAL,ORIGEN: HEBREO
,,,SIGNIFICADO: EL SE¥OR ES TODOPODEROSO
,,,GENERO: MASCULI- NO.-  
Joakim,M,23/00,
Joan,M,May-84,
Joanicio,M,SANTORAL,ABAD FESTIV.4 DE NOVIEMBRE  
Joao,M,Nov-00,
Joaquim,M,2-Jan,
Joaquin,M,COMUN,ORIGEN: HEBREO
,,,"SIGNIFICADO: AL QUE DIOS LE DA FIRMEZA EN SU VIDA, LA BIBLIA NOS HABLA DEL HIJO DE JOSEIAS ELIAKIM, A QUIEN EL FARAON NECAO PUSO EN EL TRONO DE JUDA. NOMBRE: COMUN"
,,,GENERO: MASCULINO
,,,VARIACION DE GENERO: JOAQUINA. 
Joav,M,867/75,
Job,M,912/80,ORIGEN: HEBREO
,,,"SIGNIFICADO: EL QUE ES PERSEGUIDO, PERSONAJE CENTRAL DEL LIBRO BIBLICO DEL MISMO NOMBRE.-FIGURA EN LA BIBLIA COMO EJEMPLO DE JUSTICIA Y SANTIDAD DE VIDA Y SOBRE TODO COMO EJEMPLO DE INVICTA PA CIENCIA"
,,,OTROS ORIGENES: ANTIGUO TESTAMENTONUEVO TESTAMENTO
